Start Time	Duration	Run ID	Name	Source Type	Source Name	User	Status	N_closed	N_open	N_train	N_val	ag_neg	ag_pos	batch_size	epochs	learning_rate	momentum	optimizer_type	weight_decay	closed_f1	closed_precision	closed_recall	closed_roc_auc	open_roc_auc	test_acc	test_loss	train_loss	val_acc	val_f1	val_loss	val_precision	val_recall	val_roc_auc
2022-09-14 13:02:39	29.2min	1b8ad99089814b2a87147c3fb32dd6f8	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9577	131283	75350	9361	3VRL	1OB1	512	25	0.028882179081923174	0.9700000000000001		0	0.9664495756858101	0.9825441412520064	0.950873786407767	0.9939855388711372	0.67216134549913	0.9644982771222721		0.08109340071678162	96.49610084392694	0.9665374413385023	0.14630566851088875	0.9819651741293532	0.9515869827239856	0.9938478564181142
2022-09-14 12:55:42	28.9min	83c0a83ddd794244b16da0af82f101e8	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9240	131283	74023	9208	5E+094	3VRL	256	25	0.01019769051036499	0.9400000000000001		0	0.9569116360454943	0.9700665188470067	0.9441087613293051	0.9934354778468197	0.5971648960208809	0.9573593073593074		0.14128857851028442	95.64509122502172	0.9555284462681601	0.1318377921771672	0.9680898876404495	0.9432888110356908	0.9920991758277143
2022-09-14 12:54:57	29.5min	75f9ad01e770493fac2f88b7e7e7b0ec	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9064	131283	71987	8940	3VRL	1NSN	1024	25	0.0010403990808807082	0.88		0,00001	0.9703211517165006	0.9746384872080089	0.9660418963616317	0.9958478291193614	0.7798524916739377	0.970432480141218		0.08110164105892181	96.91275167785236	0.9689538807649044	0.0831454565955533	0.9755379388448471	0.9624581005586592	0.9957203325680183
2022-09-14 12:53:58	28.4min	430e758943974aa598c0eddb8a32fb3a	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9400	131283	73740	9279	5E+094	1OB1	128	25	0.04701259264016258	0.8500000000000001		1	0.8710650329877475	0.8463369963369963	0.8972815533980583	0.9335518903483724	0.6035873991456548	0.854468085106383		0.6363426446914673	86.18385601896756	0.8757511145570847	0.38349791361044533	0.8460674157303371	0.9075934110084372	0.936975143549544
2022-09-14 12:47:43	27.7min	6fe1e71ac5c0431d8185d2171a2f9ebc	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9223	131283	72807	9154	5E+094	1NSN	1024	25	0.05245234003695566	0.8200000000000001		0	0.9511051574012056	0.9631471851684377	0.9393605292171996	0.9906372412521496	0.6948526878785981	0.9525100292746395		0.11394916474819183	95.57570461000655	0.9539615778106172	0.1761265065934923	0.970846830171217	0.9376536312849162	0.990766684854831
2022-09-14 12:38:34	27.2min	2794e9db8a154cd2ae2ca2559215e55d	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9197	131283	72228	9050	1WEJ	1OB1	512	25	0.03483823519506153	0.93		0.0001	0.9381300652302826	0.9553140096618358	0.9215533980582524	0.9844257642602334	0.6684602034077367	0.9319343264107861		0.1168539747595787	93.75690607734806	0.9421876598792592	0.20444227423932818	0.9601668404588113	0.9248694254720772	0.984142185340449
2022-09-14 12:37:39	27.4min	a9757cd8bc2b42a8afecefb393251102	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9111	131283	71232	8928	1OB1	1NSN	256	25	0.002957467192399052	0.81		1	0.9368201296560817	0.9336399474375822	0.9400220507166482	0.9857495316150222	0.6468912892991822	0.9368894742618813		0.1422669142484665	93.70519713261649	0.9376248612652609	0.15519696048327855	0.9314222712238148	0.9439106145251397	0.9852715199219158
2022-09-14 12:34:48	27.9min	6133669e3a4346729d49875baba67508	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	9577	131283	75350	9361	3VRL	1OB1	1024	25	0.002984593671611958	0.8500000000000001		0,00001	0.9775390625	0.9833005893909627	0.9718446601941747	0.9970465655367219	0.7813959909616852	0.975984128641537		0.09070058166980743	97.45753658797138	0.976046698872786	0.07463796623051167	0.9780153287615975	0.97408597830454	0.9963376158313555
2022-09-14 12:31:14	27.2min	4f0e0e9d5faa4b49ab381f9af651fbb5	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	8968	131283	69856	8787	1OB1	1FBI	1024	25	0.1332729970962468	0.92		0,00001	0.955487336914812	0.9821193794372863	0.9302615193026152	0.9925884384195246	0.6045669714335368	0.9611953612845674		0.6623819470405579	96.31273472174804	0.9582581808812162	0.5883086721102396	0.9817845828933475	0.935832913940614	0.9928847711663314
2022-09-14 12:31:05	26.4min	e4bdde7294c348fa8d4b09820f835e5a	run_1_val	LOCAL	scripts/script_06b_SN10_NDB1_crossval.py	eugen	FINISHED	8569	131283	68645	8527	3VRL	1WEJ	128	25	0.02066046864629456	0.8200000000000001		0,00001	0.9443409408476946	0.9393097058142228	0.9494263638492156	0.9888138471945863	0.5283671887982727	0.9442175282996849		0.015404919162392616	94.5115515421602	0.9461573861021629	0.15855954531858216	0.9396709323583181	0.9527340129749768	0.988435969917703
