,task_type,ag_pos,ag_neg,seed_id,split_id,r,p,r2,r_pos,r_pos2,p_pos,slope,intercept,slope_pos,intercept_pos,logits_mean,logits_std,Energy_mean,Energy_std,logits_pos_mean,logits_pos_std,Energy_pos_mean,Energy_pos_std,logits_neg_mean,logits_neg_std,Energy_neg_mean,Energy_neg_std,corr_type
0,1v1,3VRL,1NSN,0,42,-0.5850516289916334,0.0,0.3422854085857639,-0.5850516289916334,0.3422854085857639,0.0,-0.1482372546040735,-96.1693914975459,-0.1482372546040735,-96.1693914975459,14.436833090102672,6.624078393812712,-98.309468,1.678373577171933,14.436833090102672,6.624078393812712,-98.309468,1.678373577171933,,,,,
1,1v1,3VRL,3RAJ,0,42,-0.3348587407360731,2.8289101685527857e-131,0.1121303762473486,-0.3348587407360731,0.1121303762473486,2.8289101685527857e-131,-0.1212101909339848,-97.23430099257472,-0.1212101909339848,-97.23430099257472,8.870269068472087,4.636722854785262,-98.309468,1.678373577171933,8.870269068472087,4.636722854785262,-98.309468,1.678373577171933,,,,,
2,1v1,3VRL,5E94,0,42,-0.1511195940373297,6.2658695002859924e-27,0.0228371317020073,-0.1511195940373297,0.0228371317020073,6.2658695002859924e-27,-0.0414133676855454,-97.74786292132777,-0.0414133676855454,-97.74786292132777,13.560961352783442,6.124474965452775,-98.309468,1.678373577171933,13.560961352783442,6.124474965452775,-98.309468,1.678373577171933,,,,,
3,1v1,3VRL,1H0D,0,42,-0.5224647618993841,0.0,0.2729694274265801,-0.5224647618993841,0.2729694274265801,0.0,-0.1117120350132815,-96.60103892515018,-0.1117120350132815,-96.60103892515018,15.293151491212845,7.849566533015771,-98.309468,1.678373577171933,15.293151491212845,7.849566533015771,-98.309468,1.678373577171933,,,,,
4,1v1,3VRL,1WEJ,0,42,-0.5371491299574895,0.0,0.288529187814088,-0.5371491299574895,0.288529187814088,0.0,-0.1413857671886266,-96.4702350996648,-0.1413857671886266,-96.4702350996648,13.00861421136856,6.37643324818399,-98.309468,1.678373577171933,13.00861421136856,6.37643324818399,-98.309468,1.678373577171933,,,,,
5,1v1,3VRL,1ADQ,0,42,-0.4808552517159581,9.707416320065486e-288,0.2312217731028174,-0.4808552517159581,0.2312217731028174,9.707416320065486e-288,-0.136221785567966,-96.95082881224364,-0.136221785567966,-96.95082881224364,9.97372910721749,5.924564456114288,-98.309468,1.678373577171933,9.97372910721749,5.924564456114288,-98.309468,1.678373577171933,,,,,
6,1v1,3VRL,1FBI,0,42,-0.365283319222592,1.1435778833508888e-157,0.133431903302274,-0.365283319222592,0.133431903302274,1.1435778833508888e-157,-0.0725047713121432,-96.76958318006672,-0.0725047713121432,-96.76958318006672,21.23839289560467,8.455745188485,-98.309468,1.678373577171933,21.23839289560467,8.455745188485,-98.309468,1.678373577171933,,,,,
7,1v1,3VRL,2YPV,0,42,-0.5816850715366058,0.0,0.3383575224485461,-0.5816850715366058,0.3383575224485461,0.0,-0.1341972346684865,-96.12029609529338,-0.1341972346684865,-96.12029609529338,16.313092517253757,7.274999792016419,-98.309468,1.678373577171933,16.313092517253757,7.274999792016419,-98.309468,1.678373577171933,,,,,
8,1v1,3VRL,1OB1,0,42,-0.6133577084552703,0.0,0.3762076785215003,-0.6133577084552703,0.3762076785215003,0.0,-0.1646570811050466,-96.24881783130414,-0.1646570811050466,-96.24881783130414,12.514798360729218,6.252044335519972,-98.309468,1.678373577171933,12.514798360729218,6.252044335519972,-98.309468,1.678373577171933,,,,,
9,1v1,1NSN,3VRL,0,42,0.3128923092109157,5.443264944222645e-114,0.0979015971633393,0.3128923092109157,0.0979015971633393,5.443264944222645e-114,0.0438412591838119,-93.0026505745186,0.0438412591838119,-93.0026505745186,28.35704534183741,12.074570743262376,-91.759442,1.6918421127820733,28.35704534183741,12.074570743262376,-91.759442,1.6918421127820733,,,,,
10,1v1,1NSN,3RAJ,0,42,0.2597872406614088,6.331222104138543e-78,0.0674894104104687,0.2597872406614088,0.0674894104104687,6.331222104138543e-78,0.0306883767739736,-92.53603588643352,0.0306883767739736,-92.53603588643352,25.305798744368552,14.322002018926122,-91.759442,1.6918421127820733,25.305798744368552,14.322002018926122,-91.759442,1.6918421127820733,,,,,
11,1v1,1NSN,5E94,0,42,0.1935709774320439,2.0704294230659693e-43,0.0374697233039968,0.1935709774320439,0.0374697233039968,2.0704294230659693e-43,0.0320604180187811,-92.47561999551397,0.0320604180187811,-92.47561999551397,22.33838607763648,10.214824124877303,-91.759442,1.6918421127820733,22.33838607763648,10.214824124877303,-91.759442,1.6918421127820733,,,,,
12,1v1,1NSN,1H0D,0,42,0.0056899923010721,0.6875030853457641,3.23760123862604e-05,0.0056899923010721,3.23760123862604e-05,0.6875030853457641,0.0009504147279343,-91.77757594895397,0.0009504147279343,-91.77757594895397,19.08003782036305,10.128808312276991,-91.759442,1.6918421127820733,19.08003782036305,10.128808312276991,-91.759442,1.6918421127820733,,,,,
13,1v1,1NSN,1WEJ,0,42,0.2752049232819059,1.3616133407426068e-87,0.0757377497985997,0.2752049232819059,0.0757377497985997,1.3616133407426068e-87,0.0397014750028191,-92.72340752143904,0.0397014750028191,-92.72340752143904,24.280345286178587,11.727606564245498,-91.759442,1.6918421127820733,24.280345286178587,11.727606564245498,-91.759442,1.6918421127820733,,,,,
14,1v1,1NSN,1ADQ,0,42,0.1461612656538922,2.799786228620993e-25,0.0213631155775476,0.1461612656538922,0.0213631155775476,2.799786228620993e-25,0.0260889916903524,-92.18693658574271,0.0260889916903524,-92.18693658574271,16.38601410191059,9.478395617038837,-91.759442,1.6918421127820733,16.38601410191059,9.478395617038837,-91.759442,1.6918421127820733,,,,,
15,1v1,1NSN,1FBI,0,42,0.1488722490687036,3.563805351471873e-26,0.0221629465427741,0.1488722490687036,0.0221629465427741,3.563805351471873e-26,0.0226884039048426,-92.37274291505328,0.0226884039048426,-92.37274291505328,27.03147024469376,11.101192549965235,-91.759442,1.6918421127820733,27.03147024469376,11.101192549965235,-91.759442,1.6918421127820733,,,,,
16,1v1,1NSN,2YPV,0,42,0.1588033013144669,1.341735867603043e-29,0.0252184885083733,0.1588033013144669,0.0252184885083733,1.341735867603043e-29,0.026691724720424,-92.31977512428038,0.026691724720424,-92.31977512428038,20.99276574105024,10.065670751020628,-91.759442,1.6918421127820733,20.99276574105024,10.065670751020628,-91.759442,1.6918421127820733,,,,,
17,1v1,1NSN,1OB1,0,42,0.2383439489662244,1.5839564264862034e-65,0.0568078380088142,0.2383439489662244,0.0568078380088142,1.5839564264862034e-65,0.0589267869627456,-92.43466984739216,0.0589267869627456,-92.43466984739216,11.458758948099613,6.84307343013201,-91.759442,1.6918421127820733,11.458758948099613,6.84307343013201,-91.759442,1.6918421127820733,,,,,
18,1v1,3RAJ,3VRL,0,42,0.1917613691097073,1.2765975325733629e-42,0.0367724226828294,0.1917613691097073,0.0367724226828294,1.2765975325733629e-42,0.0458160153032214,-102.25578234793451,0.0458160153032214,-102.25578234793451,10.326003795909882,5.804460975556903,-101.782686,1.3868135908589736,10.326003795909882,5.804460975556903,-101.782686,1.3868135908589736,,,,,
19,1v1,3RAJ,1NSN,0,42,-0.0249596362307014,0.0776063913508273,0.0006229834407689,-0.0249596362307014,0.0006229834407689,0.0776063913508273,-0.0080788223923056,-101.71247801727073,-0.0080788223923056,-101.71247801727073,8.69037333908081,4.284580235428326,-101.782686,1.3868135908589736,8.69037333908081,4.284580235428326,-101.782686,1.3868135908589736,,,,,
20,1v1,3RAJ,5E94,0,42,0.0436247605412675,0.0020325535891544,0.0019031197322829,0.0436247605412675,0.0019031197322829,0.0020325535891544,0.0160182102821015,-101.87224404639512,0.0160182102821015,-101.87224404639512,5.591014527708292,3.7769145086195297,-101.782686,1.3868135908589736,5.591014527708292,3.7769145086195297,-101.782686,1.3868135908589736,,,,,
21,1v1,3RAJ,1H0D,0,42,-0.4892037542544322,3.0626721737175584e-299,0.2393203131766308,-0.4892037542544322,0.2393203131766308,3.0626721737175584e-299,-0.1280744798962928,-100.68031439616288,-0.1280744798962928,-100.68031439616288,8.607269806832075,5.297186571818339,-101.782686,1.3868135908589736,8.607269806832075,5.297186571818339,-101.782686,1.3868135908589736,,,,,
22,1v1,3RAJ,1WEJ,0,42,-0.0386074907313114,0.006327726262264,0.0014905383405682,-0.0386074907313114,0.0014905383405682,0.006327726262264,-0.0135015379634822,-101.7074137562857,-0.0135015379634822,-101.7074137562857,5.575086624789238,3.965577329042353,-101.782686,1.3868135908589736,5.575086624789238,3.965577329042353,-101.782686,1.3868135908589736,,,,,
23,1v1,3RAJ,1ADQ,0,42,-0.1747093745934409,1.4598782064180805e-35,0.0305233655708312,-0.1747093745934409,0.0305233655708312,1.4598782064180805e-35,-0.0646721034351359,-101.41305476984174,-0.0646721034351359,-101.41305476984174,5.715466337490081,3.746427319773532,-101.782686,1.3868135908589736,5.715466337490081,3.746427319773532,-101.782686,1.3868135908589736,,,,,
24,1v1,3RAJ,1FBI,0,42,-0.0689840923969192,1.0474432845786152e-06,0.0047588050038266,-0.0689840923969192,0.0047588050038266,1.0474432845786152e-06,-0.0128562081622031,-101.63569389872136,-0.0128562081622031,-101.63569389872136,11.433550190228225,7.441391402667488,-101.782686,1.3868135908589736,11.433550190228225,7.441391402667488,-101.782686,1.3868135908589736,,,,,
25,1v1,3RAJ,2YPV,0,42,-0.3682817737283161,1.9790755569231256e-160,0.1356314648604746,-0.3682817737283161,0.1356314648604746,1.9790755569231256e-160,-0.1180556164794616,-100.85284189747644,-0.1180556164794616,-100.85284189747644,7.876322450828552,4.32625049364698,-101.782686,1.3868135908589736,7.876322450828552,4.32625049364698,-101.782686,1.3868135908589736,,,,,
